id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision,debt_to_income,credit_utilization,payment_history_score,loan_repayment_ratio
LENDING-31750,Thomas Taylor,Canada,56550,0.3583,671,8303,Female,39,0.3745,Approve,0.1468258178603006,0.3,1.0,6.810791280260147
LENDING-31751,William Anderson,France,29169,0.3911,850,6138,Other,53,0.2027,Approve,0.21042887997531626,0.3,1.0,4.752199413489736
LENDING-31752,William Jones,Germany,24507,0.3693,761,6523,Female,20,0.2956,Approve,0.26616884971640753,0.3,1.0,3.757013644028821
LENDING-31753,James Martinez,United Kingdom,31556,0.06,616,6143,Other,41,0.3575,Reject,0.1946697933831918,0.3,1.0,5.136903792935048
LENDING-31754,Susan Lopez,Canada,23557,0.039,759,11592,Male,26,0.1992,Approve,0.49208303264422465,0.3,1.0,2.0321773636991027
LENDING-31755,Richard Garcia,United States,13295,0.2525,685,5000,Male,31,0.3491,Approve,0.376081233546446,0.3,1.0,2.659
LENDING-31756,Jessica Martin,France,16466,0.4562,753,5000,Other,39,0.3344,Approve,0.3036560184622859,0.3,1.0,3.2932
LENDING-31757,Richard Martin,United Kingdom,80225,0.2835,663,32967,Male,74,0.3489,Approve,0.41093175444063573,0.3,1.0,2.433494100160767
LENDING-31758,David Taylor,Japan,23604,0.4209,717,5000,Female,33,0.3596,Reject,0.21182850364345027,0.3,1.0,4.7208
LENDING-31759,Barbara Anderson,Australia,21913,0.3875,807,6235,Other,53,0.2522,Approve,0.2845342947109022,0.3,1.0,3.514514835605453
LENDING-31760,Robert Martin,United Kingdom,22889,0.2845,633,8673,Other,77,0.4106,Reject,0.3789156363318625,0.3,1.0,2.639109881240632
LENDING-31761,Charles Thomas,Japan,30538,0.267,630,13363,Female,26,0.4048,Reject,0.4375859584779619,0.3,1.0,2.2852652847414503
LENDING-31762,Jessica Rodriguez,Singapore,69290,0.3308,728,31255,Other,74,0.2977,Approve,0.45107519122528505,0.3,1.0,2.2169252919532876
LENDING-31763,Richard Martin,Canada,28135,0.5315,715,7916,Male,22,0.3927,Reject,0.28135773947041054,0.3,1.0,3.5541940373926226
LENDING-31764,Richard Martin,United States,36070,0.0044,841,6606,Other,74,0.0931,Approve,0.18314388688660937,0.3,1.0,5.460187708144112
LENDING-31765,Robert Taylor,Canada,41050,0.1004,617,14865,Female,60,0.3638,Reject,0.36211936662606575,0.3,1.0,2.761520349815002
LENDING-31766,William Rodriguez,Japan,19604,0.3248,818,8417,Female,54,0.2225,Approve,0.4293511528259539,0.3,1.0,2.329095877390994
LENDING-31767,Charles Lopez,Germany,76562,0.2755,698,17292,Female,63,0.3102,Approve,0.22585616885661294,0.3,1.0,4.427596576451538
LENDING-31768,William Miller,France,32363,0.4452,683,11109,Female,43,0.3996,Reject,0.34326236751846245,0.3,1.0,2.913223512467369
LENDING-31769,Jessica Lopez,Germany,21707,0.3478,722,5138,Other,32,0.3331,Approve,0.23669783940664302,0.3,1.0,4.224795640326976
LENDING-31770,Richard Smith,Singapore,41929,0.1853,542,5728,Other,39,0.4706,Reject,0.13661189153092132,0.3,1.0,7.320006983240224
LENDING-31771,Elizabeth Anderson,France,25878,0.2926,725,9972,Other,26,0.3112,Approve,0.3853466264780895,0.3,1.0,2.5950661853188928
LENDING-31772,Patricia Moore,United States,22971,0.3077,773,9457,Other,26,0.2648,Approve,0.4116930042227156,0.3,1.0,2.4289943956857356
LENDING-31773,Susan Thomas,Canada,59022,0.2579,699,12444,Other,20,0.3126,Approve,0.210836637186134,0.3,1.0,4.743008678881389
LENDING-31774,Susan Anderson,Japan,60090,0.281,717,14242,Female,69,0.2993,Approve,0.23701114994175404,0.3,1.0,4.219210785002106
LENDING-31775,David Rodriguez,Germany,12792,0.3041,468,5000,Other,28,0.6016,Reject,0.3908692933083177,0.3,1.0,2.5584
LENDING-31776,Jennifer Jones,Germany,45665,0.2551,743,16158,Male,49,0.2704,Approve,0.3538377313040622,0.3,1.0,2.826154227008293
LENDING-31777,William Taylor,United States,34285,0.247,641,16475,Female,66,0.385,Reject,0.4805308443925915,0.3,1.0,2.08103186646434
LENDING-31778,Barbara Brown,United Kingdom,105992,0.0061,720,26064,Other,39,0.1907,Approve,0.24590535134727148,0.3,1.0,4.066605279312462
LENDING-31779,Mary Brown,France,32986,0.3491,797,10231,Male,69,0.2461,Approve,0.3101618868610926,0.3,1.0,3.224122764148177
LENDING-31780,Linda Martin,Canada,42327,0.2881,639,20562,Female,45,0.3954,Reject,0.48578921255935925,0.3,1.0,2.058505981908375
LENDING-31781,David Smith,Australia,46385,0.5741,581,10816,Other,28,0.5425,Reject,0.2331788293629406,0.3,1.0,4.28855399408284
LENDING-31782,Susan Miller,Singapore,42201,0.1202,712,8197,Other,19,0.2655,Approve,0.1942371033861757,0.3,1.0,5.148346956203489
LENDING-31783,Linda Hernandez,United States,65819,0.0269,585,26107,Other,48,0.3643,Reject,0.39664838420516874,0.3,1.0,2.5211246025970047
LENDING-31784,Patricia Martin,Singapore,35661,0.1662,706,15785,Other,67,0.2891,Approve,0.4426404195059028,0.3,1.0,2.259170098194488
LENDING-31785,Richard Jackson,Singapore,39436,0.2687,730,12522,Male,66,0.2918,Approve,0.3175271325692261,0.3,1.0,3.149337166586807
LENDING-31786,Jessica Lopez,Japan,25270,0.4134,659,5000,Male,50,0.4197,Reject,0.19786307874950534,0.3,1.0,5.054
LENDING-31787,Jessica Brown,France,34527,0.3608,671,6360,Male,22,0.3862,Approve,0.18420366669562951,0.3,1.0,5.42877358490566
LENDING-31788,Sarah Martinez,Australia,14685,0.2138,722,5000,Male,49,0.2964,Approve,0.34048348655090227,0.3,1.0,2.937
LENDING-31789,Barbara Garcia,United States,44494,0.2183,637,16979,Other,28,0.3756,Reject,0.38160201375466357,0.3,1.0,2.620531244478473
LENDING-31790,Thomas Brown,Singapore,27003,0.3018,672,10291,Other,36,0.3712,Approve,0.3811058030589194,0.3,1.0,2.623943251384705
LENDING-31791,Patricia Smith,Singapore,85725,0.3898,639,18167,Female,62,0.4043,Reject,0.21192184310294546,0.3,1.0,4.718720757417295
LENDING-31792,Barbara Smith,Japan,18797,0.1022,850,5000,Female,57,0.1213,Approve,0.26599989360004256,0.3,1.0,3.7594
LENDING-31793,Jessica Rodriguez,Singapore,91983,0.386,699,43635,Female,55,0.3345,Approve,0.47438113564462997,0.3,1.0,2.1080096253007907
LENDING-31794,Barbara Rodriguez,Singapore,13950,0.0665,731,5000,Other,72,0.2428,Approve,0.35842293906810035,0.3,1.0,2.79
LENDING-31795,Jessica Smith,Canada,62644,0.2906,657,30324,Female,34,0.3664,Reject,0.48406870570206245,0.3,1.0,2.065822450864002
LENDING-31796,James Miller,France,42827,0.4706,588,8790,Female,77,0.5056,Reject,0.2052443551964882,0.3,1.0,4.872241183162685
LENDING-31797,Jessica Rodriguez,Australia,74398,0.1945,748,28700,Female,51,0.2324,Approve,0.38576305814672435,0.3,1.0,2.592264808362369
LENDING-31798,Richard Miller,United States,72730,0.3252,850,25878,Male,33,0.1612,Approve,0.3558091571566066,0.3,1.0,2.810495401499343
LENDING-31799,Barbara Martin,Germany,27903,0.2686,721,12862,Other,38,0.3074,Approve,0.4609540192810809,0.3,1.0,2.169413777017571
LENDING-31800,Mary Smith,United States,20983,0.4139,618,7548,Female,56,0.4668,Reject,0.3597197731496926,0.3,1.0,2.7799417064122944
LENDING-31801,William Martinez,Singapore,30062,0.0331,720,11522,Male,69,0.2367,Approve,0.3832745658971459,0.3,1.0,2.6090956431175143
LENDING-31802,Michael Rodriguez,France,108643,0.2307,686,36706,Female,40,0.2938,Approve,0.33785885883121786,0.3,1.0,2.959815833923609
LENDING-31803,Susan Thomas,Japan,30077,0.3391,604,5000,Male,63,0.4551,Reject,0.16623998404096152,0.3,1.0,6.0154
LENDING-31804,Richard Martinez,United States,26016,0.264,850,6593,Female,76,0.1662,Approve,0.2534209717097171,0.3,1.0,3.9460033368724403
LENDING-31805,Thomas Martinez,United States,52745,0.4536,695,18218,Male,22,0.3788,Reject,0.3453976680254052,0.3,1.0,2.895213525085081
LENDING-31806,Susan Brown,United States,49062,0.3798,784,14505,Other,48,0.2614,Approve,0.29564632505808974,0.3,1.0,3.382419855222337
LENDING-31807,Karen Johnson,Australia,38860,0.2405,572,10015,Male,70,0.456,Reject,0.25772002058672155,0.3,1.0,3.8801797304043935
LENDING-31808,Mary Moore,Japan,40419,0.2288,659,15267,Female,37,0.3568,Approve,0.37771839976248794,0.3,1.0,2.6474749459618785
LENDING-31809,Robert Jackson,United States,39283,0.321,756,5000,Male,57,0.2792,Approve,0.1272815212687422,0.3,1.0,7.8566
LENDING-31810,Patricia Moore,Japan,30920,0.1803,850,5390,Male,29,0.1386,Approve,0.1743208279430789,0.3,1.0,5.736549165120594
LENDING-31811,Michael Martin,Canada,36221,0.2274,837,15879,Female,29,0.1643,Approve,0.43839209298473264,0.3,1.0,2.281063039234209
LENDING-31812,Michael Johnson,France,59387,0.2731,600,15660,Female,77,0.425,Reject,0.26369407446074056,0.3,1.0,3.7922733077905493
LENDING-31813,Elizabeth Martin,France,12810,0.4896,850,5000,Other,23,0.2405,Approve,0.39032006245121,0.3,1.0,2.562
LENDING-31814,Thomas Anderson,Canada,49509,0.207,850,11044,Other,54,0.1373,Approve,0.2230705528287786,0.3,1.0,4.482886635277073
LENDING-31815,Barbara Rodriguez,Singapore,42575,0.2442,732,8032,Male,68,0.2807,Approve,0.18865531415149736,0.3,1.0,5.300672310756972
LENDING-31816,James Garcia,Canada,16554,0.3217,582,5640,Male,64,0.4806,Reject,0.340703153316419,0.3,1.0,2.9351063829787236
LENDING-31817,Karen Smith,France,65490,0.3911,659,17829,Female,65,0.3929,Approve,0.2722400366468163,0.3,1.0,3.673229008918055
LENDING-31818,Elizabeth Gonzalez,Singapore,36842,0.4121,714,17979,Female,55,0.3536,Reject,0.4880028228652082,0.3,1.0,2.049168474331164
LENDING-31819,Michael Davis,France,21301,0.3883,714,9737,Female,63,0.3542,Approve,0.4571146894511995,0.3,1.0,2.1876347951114306
LENDING-31820,Elizabeth Miller,France,58497,0.2345,620,15522,Other,62,0.392,Reject,0.2653469408687625,0.3,1.0,3.768650947042907
LENDING-31821,Thomas Moore,Singapore,64104,0.1581,748,29892,Female,36,0.2267,Approve,0.4663047547734931,0.3,1.0,2.1445202729827377
LENDING-31822,James Hernandez,Germany,16367,0.369,532,5000,Female,55,0.5494,Reject,0.30549275982159224,0.3,1.0,3.2734
LENDING-31823,Karen Moore,Singapore,57005,0.3124,685,27049,Male,49,0.3452,Approve,0.47450223664590824,0.3,1.0,2.107471625568413
LENDING-31824,Patricia Rodriguez,Canada,36730,0.3981,634,6921,Female,26,0.4367,Reject,0.18842907704873402,0.3,1.0,5.3070365554110674
LENDING-31825,Michael Taylor,France,26992,0.4095,582,7616,Male,33,0.5017,Reject,0.2821576763485477,0.3,1.0,3.5441176470588234
LENDING-31826,Elizabeth Jones,Australia,67594,0.4614,850,15843,Male,68,0.2046,Approve,0.2343847087019558,0.3,1.0,4.266489932462286
LENDING-31827,Joseph Rodriguez,United Kingdom,41552,0.453,662,13650,Other,72,0.4202,Reject,0.32850404312668463,0.3,1.0,3.0441025641025643
LENDING-31828,Michael Johnson,Canada,20407,0.4453,716,8162,Other,56,0.3696,Reject,0.3999607977654726,0.3,1.0,2.500245037980887
LENDING-31829,Patricia Jackson,United Kingdom,38734,0.2364,703,9004,Male,19,0.3119,Approve,0.23245727268033253,0.3,1.0,4.301865837405598
LENDING-31830,Elizabeth Moore,United States,39699,0.3406,566,17238,Other,28,0.4921,Reject,0.4342174865865639,0.3,1.0,2.302993386703794
LENDING-31831,James Jones,France,31009,0.0184,722,12074,Other,67,0.2297,Approve,0.3893708278241801,0.3,1.0,2.568245817459003
LENDING-31832,Patricia Williams,United Kingdom,38145,0.1934,845,5000,Other,56,0.1444,Approve,0.13107877834578582,0.3,1.0,7.629
LENDING-31833,Barbara Moore,United States,79852,0.2537,641,38706,Male,57,0.3642,Reject,0.4847217352101388,0.3,1.0,2.06303932206893
LENDING-31834,James Miller,Singapore,25532,0.3684,672,5000,Male,30,0.3919,Approve,0.19583268055773148,0.3,1.0,5.1064
LENDING-31835,David Miller,Singapore,56765,0.3055,744,7121,Female,62,0.2789,Approve,0.12544701840923103,0.3,1.0,7.971492767869681
LENDING-31836,Jessica Thomas,Germany,20243,0.0923,757,5000,Male,67,0.219,Approve,0.24699896260435705,0.3,1.0,4.0486
LENDING-31837,Charles Williams,France,19959,0.319,579,5521,Male,41,0.4814,Reject,0.2766170649832156,0.3,1.0,3.615105959065387
LENDING-31838,Robert Taylor,Canada,64300,0.1278,647,7914,Female,36,0.3276,Reject,0.12307931570762053,0.3,1.0,8.124842052059641
LENDING-31839,James Moore,United Kingdom,34570,0.1956,713,14087,Male,37,0.2908,Approve,0.40749204512583165,0.3,1.0,2.4540356356924824
LENDING-31840,Michael Brown,Canada,48328,0.2233,709,5154,Female,29,0.2966,Approve,0.10664625062075815,0.3,1.0,9.376794722545595
LENDING-31841,Charles Taylor,United States,44027,0.6184,580,13961,Male,54,0.5581,Reject,0.31710086992073044,0.3,1.0,3.1535706611274263
LENDING-31842,Richard Brown,United Kingdom,45685,0.2899,596,9980,Other,30,0.4412,Reject,0.2184524460982817,0.3,1.0,4.5776553106212425
LENDING-31843,Jennifer Lopez,United Kingdom,23220,0.1765,700,11366,Female,59,0.305,Approve,0.48949181739879416,0.3,1.0,2.042935069505543
LENDING-31844,Patricia Rodriguez,Germany,33103,0.3992,593,14602,Female,30,0.4836,Reject,0.44110805667160075,0.3,1.0,2.2670182166826462
LENDING-31845,Karen Thomas,United States,38009,0.2766,784,6440,Female,31,0.236,Approve,0.16943355521060802,0.3,1.0,5.902018633540373
LENDING-31846,Robert Martin,France,9698,0.2635,633,5000,Male,49,0.4109,Reject,0.5155702206640544,0.3,1.0,1.9396
LENDING-31847,Linda Taylor,United Kingdom,34119,0.3821,599,12759,Male,25,0.4714,Reject,0.37395586037105427,0.3,1.0,2.674112391253233
LENDING-31848,Barbara Martin,United Kingdom,27929,0.3204,568,8401,Other,40,0.4898,Reject,0.3007984532206667,0.3,1.0,3.3244851803356745
LENDING-31849,Susan Williams,France,32333,0.2827,661,10786,Female,59,0.3748,Approve,0.3335910679491541,0.3,1.0,2.997682180604487
LENDING-31850,Richard Taylor,Australia,17774,0.4841,824,5000,Other,60,0.2647,Approve,0.28130977832789467,0.3,1.0,3.5548
LENDING-31851,Linda Wilson,Japan,46328,0.5946,755,13050,Female,21,0.3589,Reject,0.2816871006734588,0.3,1.0,3.5500383141762453
LENDING-31852,Elizabeth Brown,United States,34434,0.4379,594,16661,Female,70,0.4934,Reject,0.48385316838008946,0.3,1.0,2.0667426925154553
LENDING-31853,Jennifer Davis,Canada,58948,0.3109,631,15487,Male,20,0.4027,Reject,0.26272307796702177,0.3,1.0,3.806289145735133
LENDING-31854,Mary Johnson,France,30990,0.4145,671,5000,Other,70,0.4041,Reject,0.16134236850596967,0.3,1.0,6.198
LENDING-31855,Patricia Wilson,Japan,49230,0.2258,577,6471,Female,76,0.4409,Reject,0.13144424131627055,0.3,1.0,7.60778859527121
LENDING-31856,Mary Johnson,United States,41441,0.5954,695,9254,Male,62,0.427,Reject,0.22330542216645352,0.3,1.0,4.478171601469635
LENDING-31857,James Hernandez,Japan,12649,0.4913,776,5000,Female,63,0.3218,Approve,0.3952881650723377,0.3,1.0,2.5298
LENDING-31858,Richard Gonzalez,United States,26697,0.139,715,12832,Male,39,0.2756,Approve,0.48065325692025324,0.3,1.0,2.0805018703241895
LENDING-31859,Thomas Moore,Japan,49871,0.0977,735,20207,Other,43,0.2298,Approve,0.40518537827595197,0.3,1.0,2.468006136487356
LENDING-31860,Jessica Hernandez,Canada,48974,0.1362,832,14109,Male,53,0.136,Approve,0.28809164046228614,0.3,1.0,3.4711177262740094
LENDING-31861,Richard Hernandez,Canada,127569,0.1283,850,24793,Male,28,0.0747,Approve,0.1943497244628397,0.3,1.0,5.145363610696568
LENDING-31862,Sarah Taylor,Canada,26073,0.2262,728,10159,Other,38,0.2879,Approve,0.3896367890154566,0.3,1.0,2.5664927650359286
LENDING-31863,Mary Lopez,Australia,30760,0.2631,807,14796,Female,65,0.2105,Approve,0.4810143042912874,0.3,1.0,2.078940254122736
LENDING-31864,Barbara Gonzalez,Canada,24383,0.4108,772,5020,Other,59,0.2961,Approve,0.20588114670057006,0.3,1.0,4.857171314741036
LENDING-31865,Sarah Thomas,Australia,97333,0.4789,792,46936,Male,25,0.2583,Approve,0.4822208295233888,0.3,1.0,2.073738708027953
LENDING-31866,Charles Moore,Canada,47129,0.3123,503,16948,Female,71,0.5487,Reject,0.3596087334762036,0.3,1.0,2.7808000944064197
LENDING-31867,Barbara Gonzalez,France,45535,0.2235,798,17007,Other,33,0.201,Approve,0.37349291753596137,0.3,1.0,2.6774269418474748
LENDING-31868,Jennifer Anderson,Japan,43952,0.4719,668,17820,Other,55,0.4181,Reject,0.40544230069166365,0.3,1.0,2.4664421997755333
LENDING-31869,Susan Garcia,Australia,46730,0.2677,744,20861,Male,42,0.2726,Approve,0.4464155788572651,0.3,1.0,2.240065193423134
LENDING-31870,Linda Jackson,United Kingdom,20779,0.1649,562,9789,Female,42,0.4533,Reject,0.4711006304441985,0.3,1.0,2.1226887322504853
LENDING-31871,Barbara Jackson,Australia,18483,0.2307,668,5000,Female,74,0.3585,Approve,0.27051885516420493,0.3,1.0,3.6966
LENDING-31872,Joseph Martin,Germany,39218,0.4209,786,7807,Male,33,0.2765,Approve,0.19906675506145138,0.3,1.0,5.023440502113488
LENDING-31873,Thomas Taylor,Singapore,31626,0.4123,603,13798,Male,18,0.4773,Reject,0.4362865996332132,0.3,1.0,2.2920713146832874
LENDING-31874,Barbara Hernandez,United Kingdom,15500,0.1286,674,7148,Male,48,0.3228,Approve,0.46116129032258063,0.3,1.0,2.1684387241186345
LENDING-31875,Michael Moore,Singapore,19380,0.3454,747,5000,Other,58,0.3063,Approve,0.2579979360165119,0.3,1.0,3.876
LENDING-31876,Patricia Anderson,Canada,13355,0.1996,670,5000,Male,62,0.3496,Approve,0.3743916136278547,0.3,1.0,2.671
LENDING-31877,Joseph Hernandez,Germany,55166,0.3075,664,10710,Male,40,0.3676,Approve,0.19414131892832542,0.3,1.0,5.150887021475257
LENDING-31878,Linda Martinez,United Kingdom,32840,0.2369,811,12885,Male,24,0.1972,Approve,0.3923568818514007,0.3,1.0,2.548700038804812
LENDING-31879,Patricia Thomas,Singapore,19560,0.5703,791,8307,Female,70,0.3257,Reject,0.4246932515337423,0.3,1.0,2.3546406644998195
LENDING-31880,Susan Lopez,United States,62520,0.2312,824,31168,Male,39,0.1665,Approve,0.4985284708893154,0.3,1.0,2.0059034907597537
LENDING-31881,Karen Rodriguez,Japan,48289,0.179,708,6032,Other,68,0.2845,Approve,0.12491457681873719,0.3,1.0,8.005470822281167
LENDING-31882,David Smith,France,58220,0.1681,641,18279,Other,37,0.3493,Reject,0.31396427344555133,0.3,1.0,3.1850757700093
LENDING-31883,David Johnson,France,35373,0.4848,683,12156,Female,65,0.4099,Reject,0.3436519379187516,0.3,1.0,2.9099210266535045
LENDING-31884,Sarah Martin,Australia,47475,0.3003,770,14721,Male,48,0.2536,Approve,0.3100789889415482,0.3,1.0,3.2249847157122478
LENDING-31885,James Brown,Singapore,31767,0.5416,739,13096,Other,31,0.3677,Reject,0.41225170774703307,0.3,1.0,2.4257025045815515
LENDING-31886,Charles Martinez,Germany,17882,0.3747,662,5000,Other,59,0.4086,Approve,0.27961078179174587,0.3,1.0,3.5764
LENDING-31887,Richard Lopez,Canada,32790,0.3824,850,8607,Other,60,0.1983,Approve,0.2624885635864593,0.3,1.0,3.8096897873823634
LENDING-31888,Joseph Martinez,United Kingdom,49022,0.4134,624,16588,Female,41,0.4461,Reject,0.3383786871200685,0.3,1.0,2.9552688690619724
LENDING-31889,Joseph Garcia,Singapore,33282,0.4322,678,13557,Other,34,0.4007,Reject,0.40733729944113933,0.3,1.0,2.4549679132551447
LENDING-31890,Charles Martinez,Australia,32635,0.5472,664,10571,Male,77,0.4508,Reject,0.32391604106021143,0.3,1.0,3.087219752152114
LENDING-31891,Sarah Anderson,Germany,36022,0.3479,785,15900,Male,71,0.2573,Approve,0.4413969241019377,0.3,1.0,2.2655345911949687
LENDING-31892,Patricia Garcia,Singapore,18330,0.329,722,5000,Male,35,0.3292,Approve,0.27277686852154936,0.3,1.0,3.666
LENDING-31893,Jennifer Anderson,Australia,27761,0.3437,684,9173,Other,71,0.3703,Approve,0.3304275782572674,0.3,1.0,3.026381772593481
LENDING-31894,Elizabeth Martin,United Kingdom,16735,0.0685,687,5896,Female,22,0.29,Approve,0.352315506423663,0.3,1.0,2.8383649932157393
LENDING-31895,John Davis,Germany,57812,0.3078,654,23440,Other,34,0.3773,Reject,0.40545215526188333,0.3,1.0,2.4663822525597268
LENDING-31896,Richard Lopez,United States,60720,0.4289,736,23340,Other,31,0.3227,Approve,0.38438735177865613,0.3,1.0,2.601542416452442
LENDING-31897,Jessica Hernandez,United Kingdom,53086,0.2989,647,17936,Other,72,0.3846,Reject,0.33786685755189694,0.3,1.0,2.9597457627118646
LENDING-31898,Robert Taylor,United Kingdom,60380,0.1678,824,13436,Other,56,0.1485,Approve,0.22252401457436238,0.3,1.0,4.493896993152724
LENDING-31899,Karen Jackson,Canada,73522,0.3551,675,21119,Female,34,0.3607,Approve,0.28724735453333694,0.3,1.0,3.4813201382641226
LENDING-31900,John Gonzalez,United Kingdom,40164,0.3921,674,15191,Female,54,0.3895,Approve,0.3782242804501544,0.3,1.0,2.643933908235139
LENDING-31901,Elizabeth Gonzalez,United Kingdom,26517,0.3621,711,6658,Other,46,0.347,Approve,0.251084210129351,0.3,1.0,3.9827275458095523
LENDING-31902,Jennifer Garcia,Canada,57984,0.2126,695,13583,Other,22,0.3039,Approve,0.2342542770419426,0.3,1.0,4.268865493631745
LENDING-31903,Joseph Jackson,Germany,38159,0.2265,708,18485,Female,33,0.3038,Approve,0.48442045126968736,0.3,1.0,2.0643224235866917
LENDING-31904,Joseph Jackson,Australia,28030,0.3565,710,5000,Other,73,0.3457,Approve,0.17838030681412773,0.3,1.0,5.606
LENDING-31905,William Garcia,United States,75366,0.1289,784,23645,Female,21,0.173,Approve,0.3137356367592814,0.3,1.0,3.1873969126665256
LENDING-31906,Jennifer Anderson,United States,22857,0.2639,700,5000,Male,19,0.3314,Approve,0.218751367196045,0.3,1.0,4.5714
LENDING-31907,Robert Thomas,France,45349,0.1106,812,17081,Male,24,0.152,Approve,0.37665659661734546,0.3,1.0,2.654938235466308
LENDING-31908,John Martin,United Kingdom,34126,0.4051,545,10177,Male,45,0.5372,Reject,0.298218367227334,0.3,1.0,3.353247518915201
LENDING-31909,John Jackson,Germany,21868,0.3195,667,7885,Female,40,0.3846,Approve,0.3605725260654838,0.3,1.0,2.773367152821814
LENDING-31910,Susan Moore,United States,10344,0.3177,748,5000,Female,77,0.3014,Approve,0.4833720030935808,0.3,1.0,2.0688
LENDING-31911,Linda Wilson,United States,31744,0.4359,751,5000,Female,24,0.3229,Approve,0.15751008064516128,0.3,1.0,6.3488
LENDING-31912,David Rodriguez,Australia,51502,0.3033,712,13997,Female,23,0.3158,Approve,0.2717758533649179,0.3,1.0,3.6795027505894122
LENDING-31913,Patricia Thomas,Germany,43601,0.4589,725,10905,Male,75,0.3522,Approve,0.2501089424554483,0.3,1.0,3.9982576799633196
LENDING-31914,Karen Taylor,Japan,38496,0.3735,768,14462,Male,65,0.2823,Approve,0.3756753948462178,0.3,1.0,2.6618724934310607
LENDING-31915,Linda Gonzalez,France,22450,0.2209,785,9944,Male,35,0.226,Approve,0.44293986636971044,0.3,1.0,2.257642799678198
LENDING-31916,Mary Taylor,Japan,18080,0.1073,647,5836,Other,41,0.3446,Reject,0.32278761061946903,0.3,1.0,3.098012337217272
LENDING-31917,Robert Rodriguez,United States,36597,0.1794,532,14985,Male,25,0.4824,Reject,0.409459791786212,0.3,1.0,2.442242242242242
LENDING-31918,Joseph Davis,Canada,29589,0.164,704,8490,Other,20,0.2937,Approve,0.2869309540707695,0.3,1.0,3.485159010600707
LENDING-31919,Michael Williams,United States,39184,0.456,722,5679,Female,53,0.3568,Approve,0.1449316047366272,0.3,1.0,6.899806303926748
LENDING-31920,Linda Brown,Canada,18409,0.4069,692,8607,Other,39,0.3852,Approve,0.4675430495953066,0.3,1.0,2.138840478680144
LENDING-31921,Jessica Smith,Australia,19174,0.1333,673,5803,Male,70,0.3235,Approve,0.3026494210910608,0.3,1.0,3.304153024297777
LENDING-31922,William Martinez,Australia,55259,0.1404,759,25485,Other,30,0.2138,Approve,0.4611918420528783,0.3,1.0,2.1682950755346284
LENDING-31923,Barbara Moore,Japan,39246,0.3744,576,5046,Other,51,0.4916,Reject,0.12857361259746217,0.3,1.0,7.777645659928656
LENDING-31924,Barbara Hernandez,Germany,45725,0.3467,722,19049,Male,55,0.3208,Approve,0.4165992345544013,0.3,1.0,2.4003884718357917
LENDING-31925,Karen Garcia,Germany,80776,0.1482,731,25912,Female,61,0.2339,Approve,0.3207883529761315,0.3,1.0,3.1173201605433776
LENDING-31926,Susan Garcia,Canada,57668,0.046,653,9425,Other,27,0.2999,Reject,0.1634355275022543,0.3,1.0,6.118620689655172
LENDING-31927,Elizabeth Smith,Canada,36362,0.3323,768,8325,Female,27,0.271,Approve,0.2289478026511193,0.3,1.0,4.367807807807808
LENDING-31928,Linda Davis,Japan,36914,0.293,593,15040,Other,37,0.4498,Reject,0.40743349406729157,0.3,1.0,2.4543882978723404
LENDING-31929,Susan Lopez,Canada,24310,0.288,585,5000,Female,54,0.4633,Reject,0.20567667626491157,0.3,1.0,4.862
LENDING-31930,Michael Thomas,United Kingdom,22160,0.3347,632,5000,Female,56,0.4271,Reject,0.22563176895306858,0.3,1.0,4.432
LENDING-31931,Robert Lopez,United Kingdom,51468,0.1475,686,20790,Male,48,0.2974,Approve,0.4039403124271392,0.3,1.0,2.475613275613276
LENDING-31932,Karen Davis,Australia,38466,0.7362,800,5188,Male,61,0.3562,Reject,0.1348723548068424,0.3,1.0,7.414417887432537
LENDING-31933,Charles Rodriguez,France,13477,0.3272,725,6628,Other,49,0.3278,Approve,0.49180084588558287,0.3,1.0,2.033343391671696
LENDING-31934,Thomas Thomas,United States,31817,0.2435,623,13043,Female,46,0.4048,Reject,0.4099380834145268,0.3,1.0,2.4393927777351836
LENDING-31935,Thomas Wilson,Germany,18242,0.3225,720,8773,Other,44,0.3294,Approve,0.4809231443920623,0.3,1.0,2.079334321212812
LENDING-31936,Sarah Williams,Canada,55259,0.4169,786,8259,Other,76,0.2673,Approve,0.14945981650047957,0.3,1.0,6.690761593413246
LENDING-31937,Barbara Miller,United States,27418,0.2375,645,6189,Other,52,0.3812,Reject,0.22572762418848932,0.3,1.0,4.430117951203749
LENDING-31938,Susan Brown,Singapore,26162,0.2699,780,7341,Other,49,0.2443,Approve,0.2805978136228117,0.3,1.0,3.5638196431003952
LENDING-31939,Linda Hernandez,France,42962,0.2872,825,6916,Female,22,0.192,Approve,0.16097947022950515,0.3,1.0,6.211972238288028
LENDING-31940,Michael Moore,Singapore,35984,0.283,665,12864,Other,18,0.3687,Approve,0.3574922187638951,0.3,1.0,2.7972636815920398
LENDING-31941,Thomas Gonzalez,Australia,20271,0.3703,637,5000,Other,59,0.4333,Reject,0.24665778698633517,0.3,1.0,4.0542
LENDING-31942,Jennifer Anderson,Singapore,18398,0.1175,800,5000,Female,24,0.1806,Approve,0.2717686705076639,0.3,1.0,3.6796
LENDING-31943,Jessica Jones,Japan,72922,0.2862,692,21382,Other,42,0.3218,Approve,0.29321741038369764,0.3,1.0,3.410438686745861
